time,"40.4774,-74.2591","40.4774,-74.2297","40.4774,-74.2003","40.4774,-74.1709","40.4774,-74.1415","40.4774,-74.1121","40.4774,-74.0827","40.4774,-74.0533","40.4774,-74.0239","40.4774,-73.9945","40.4774,-73.9650","40.4774,-73.9356","40.4774,-73.9062","40.4774,-73.8768","40.4774,-73.8474","40.4774,-73.8180","40.4774,-73.7886","40.4774,-73.7592","40.4774,-73.7298","40.4774,-73.7004","40.5263,-74.2591","40.5263,-74.2297","40.5263,-74.2003","40.5263,-74.1709","40.5263,-74.1415","40.5263,-74.1121","40.5263,-74.0827","40.5263,-74.0533","40.5263,-74.0239","40.5263,-73.9945","40.5263,-73.9650","40.5263,-73.9356","40.5263,-73.9062","40.5263,-73.8768","40.5263,-73.8474","40.5263,-73.8180","40.5263,-73.7886","40.5263,-73.7592","40.5263,-73.7298","40.5263,-73.7004","40.5752,-74.2591","40.5752,-74.2297","40.5752,-74.2003","40.5752,-74.1709","40.5752,-74.1415","40.5752,-74.1121","40.5752,-74.0827","40.5752,-74.0533","40.5752,-74.0239","40.5752,-73.9945","40.5752,-73.9650","40.5752,-73.9356","40.5752,-73.9062","40.5752,-73.8768","40.5752,-73.8474","40.5752,-73.8180","40.5752,-73.7886","40.5752,-73.7592","40.5752,-73.7298","40.5752,-73.7004","40.6241,-74.2591","40.6241,-74.2297","40.6241,-74.2003","40.6241,-74.1709","40.6241,-74.1415","40.6241,-74.1121","40.6241,-74.0827","40.6241,-74.0533","40.6241,-74.0239","40.6241,-73.9945","40.6241,-73.9650","40.6241,-73.9356","40.6241,-73.9062","40.6241,-73.8768","40.6241,-73.8474","40.6241,-73.8180","40.6241,-73.7886","40.6241,-73.7592","40.6241,-73.7298","40.6241,-73.7004","40.6730,-74.2591","40.6730,-74.2297","40.6730,-74.2003","40.6730,-74.1709","40.6730,-74.1415","40.6730,-74.1121","40.6730,-74.0827","40.6730,-74.0533","40.6730,-74.0239","40.6730,-73.9945","40.6730,-73.9650","40.6730,-73.9356","40.6730,-73.9062","40.6730,-73.8768","40.6730,-73.8474","40.6730,-73.8180","40.6730,-73.7886","40.6730,-73.7592","40.6730,-73.7298","40.6730,-73.7004","40.7220,-74.2591","40.7220,-74.2297","40.7220,-74.2003","40.7220,-74.1709","40.7220,-74.1415","40.7220,-74.1121","40.7220,-74.0827","40.7220,-74.0533","40.7220,-74.0239","40.7220,-73.9945","40.7220,-73.9650","40.7220,-73.9356","40.7220,-73.9062","40.7220,-73.8768","40.7220,-73.8474","40.7220,-73.8180","40.7220,-73.7886","40.7220,-73.7592","40.7220,-73.7298","40.7220,-73.7004","40.7709,-74.2591","40.7709,-74.2297","40.7709,-74.2003","40.7709,-74.1709","40.7709,-74.1415","40.7709,-74.1121","40.7709,-74.0827","40.7709,-74.0533","40.7709,-74.0239","40.7709,-73.9945","40.7709,-73.9650","40.7709,-73.9356","40.7709,-73.9062","40.7709,-73.8768","40.7709,-73.8474","40.7709,-73.8180","40.7709,-73.7886","40.7709,-73.7592","40.7709,-73.7298","40.7709,-73.7004","40.8198,-74.2591","40.8198,-74.2297","40.8198,-74.2003","40.8198,-74.1709","40.8198,-74.1415","40.8198,-74.1121","40.8198,-74.0827","40.8198,-74.0533","40.8198,-74.0239","40.8198,-73.9945","40.8198,-73.9650","40.8198,-73.9356","40.8198,-73.9062","40.8198,-73.8768","40.8198,-73.8474","40.8198,-73.8180","40.8198,-73.7886","40.8198,-73.7592","40.8198,-73.7298","40.8198,-73.7004","40.8687,-74.2591","40.8687,-74.2297","40.8687,-74.2003","40.8687,-74.1709","40.8687,-74.1415","40.8687,-74.1121","40.8687,-74.0827","40.8687,-74.0533","40.8687,-74.0239","40.8687,-73.9945","40.8687,-73.9650","40.8687,-73.9356","40.8687,-73.9062","40.8687,-73.8768","40.8687,-73.8474","40.8687,-73.8180","40.8687,-73.7886","40.8687,-73.7592","40.8687,-73.7298","40.8687,-73.7004","40.9176,-74.2591","40.9176,-74.2297","40.9176,-74.2003","40.9176,-74.1709","40.9176,-74.1415","40.9176,-74.1121","40.9176,-74.0827","40.9176,-74.0533","40.9176,-74.0239","40.9176,-73.9945","40.9176,-73.9650","40.9176,-73.9356","40.9176,-73.9062","40.9176,-73.8768","40.9176,-73.8474","40.9176,-73.8180","40.9176,-73.7886","40.9176,-73.7592","40.9176,-73.7298","40.9176,-73.7004"
2016/7/1 5:00,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,2,12,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 5:30,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,26,42,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,6,1,6,10,6,5,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 6:00,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,15,55,59,12,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,15,12,20,17,9,9,8,4,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,11,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 6:30,6,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,5,19,24,20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,18,19,62,62,9,9,0,0,0,0,0,0,0,0,0,0,0,0,9,22,32,18,28,28,15,25,11,6,0,0,0,0,0,0,0,0,0,1,0,1,6,9,20,23,7,2,10,0,0,0,0,0,0,0,0,0,0,0,6,7,2,2,4,2,7,9,3,0,0,0,0,0,0,0,0,0,0,2,6,3,2,3,0,0,1,13,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 7:00,6,26,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,22,28,37,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,8,19,32,22,66,50,20,11,0,0,0,0,0,0,0,0,0,0,0,1,9,38,43,16,32,33,29,21,21,3,0,0,0,0,0,0,0,0,0,0,1,4,10,8,8,24,6,2,4,0,0,0,0,0,0,0,0,0,0,0,12,5,0,1,2,1,7,5,7,0,0,0,0,0,0,0,0,0,0,1,2,10,0,3,0,0,2,23,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 7:30,16,23,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,16,53,45,39,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,18,23,44,33,98,53,25,16,0,0,0,0,0,0,0,0,0,0,0,2,17,40,63,36,31,44,41,29,25,19,0,0,0,0,0,0,0,0,0,3,3,5,12,14,31,31,15,5,25,0,0,0,0,0,0,0,0,0,0,1,14,6,4,0,0,2,25,18,3,0,0,0,0,0,0,0,0,0,0,2,11,5,2,4,0,0,7,29,9,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 8:00,21,25,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,12,42,64,61,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,45,64,123,60,43,22,0,0,0,0,0,0,0,0,0,0,0,2,31,68,109,54,33,61,46,41,41,24,0,0,0,0,0,0,0,0,0,1,3,15,17,24,40,30,18,7,31,0,0,0,0,0,0,0,0,0,0,1,16,12,14,4,3,0,24,18,8,0,0,0,0,0,0,0,0,0,0,1,8,10,8,5,0,0,9,37,13,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 8:30,28,38,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,27,62,61,65,4,24,0,0,0,0,0,0,0,0,0,0,0,0,2,53,53,57,80,129,64,30,16,0,0,0,0,0,0,0,0,0,0,0,2,35,93,120,64,71,98,59,35,42,12,0,0,0,0,0,0,0,0,0,3,3,12,17,28,42,67,18,23,33,0,0,0,0,0,0,0,0,0,0,1,18,13,5,3,3,2,31,19,8,0,0,0,0,0,0,0,0,0,0,0,11,19,6,5,4,0,10,44,12,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 9:00,21,34,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,33,46,62,57,4,18,0,0,0,0,0,0,0,0,0,0,0,0,5,40,50,66,71,108,61,31,27,0,0,0,0,0,0,0,0,0,0,0,2,22,62,117,48,63,91,65,24,24,10,0,0,0,0,0,0,0,0,0,0,3,9,14,20,30,44,24,20,20,0,0,0,0,0,0,0,0,0,0,0,11,19,8,1,2,4,17,18,6,0,0,0,0,0,0,0,0,0,0,3,12,9,6,2,0,0,8,34,9,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 9:30,16,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,27,29,40,46,4,14,0,0,0,0,0,0,0,0,0,0,0,0,2,34,41,53,70,76,41,19,16,0,0,0,0,0,0,0,0,0,0,0,1,13,51,80,42,43,62,53,13,14,11,0,0,0,0,0,0,0,0,0,1,5,9,15,12,36,27,24,5,14,0,0,0,0,0,0,0,0,0,0,1,11,11,8,2,3,0,14,8,5,0,0,0,0,0,0,0,0,0,0,5,11,8,7,2,13,0,5,18,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 10:00,11,22,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,15,33,56,47,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,14,41,43,56,51,37,15,6,0,0,0,0,0,0,0,0,0,0,0,2,14,28,48,34,41,36,53,13,12,8,0,0,0,0,0,0,0,0,0,1,1,1,7,12,16,34,17,8,10,0,0,0,0,0,0,0,0,0,0,1,8,12,6,1,2,0,17,5,2,0,0,0,0,0,0,0,0,0,0,3,11,8,3,2,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 10:30,17,26,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,30,38,34,34,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,13,37,31,58,51,22,13,9,0,0,0,0,0,0,0,0,0,0,0,2,12,34,61,44,33,35,37,13,7,6,0,0,0,0,0,0,0,0,0,1,0,0,8,8,20,32,29,7,3,0,0,0,0,0,0,0,0,0,0,1,10,9,8,1,7,1,9,7,3,0,0,0,0,0,0,0,0,0,0,2,10,16,3,3,0,0,6,7,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/7/1 11:00,17,21,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,24,24,41,25,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,18,41,38,57,51,34,20,7,0,0,0,0,0,0,0,0,0,0,0,2,12,29,51,33,32,29,34,14,9,3,0,0,0,0,0,0,0,0,0,2,3,5,6,6,21,39,44,15,11,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,0,2,12,12,4,0,0,0,0,0,0,0,0,0,0,3,16,4,1,9,3,0,3,14,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
