time,"40.4774,-74.2591","40.4774,-74.2297","40.4774,-74.2003","40.4774,-74.1709","40.4774,-74.1415","40.4774,-74.1121","40.4774,-74.0827","40.4774,-74.0533","40.4774,-74.0239","40.4774,-73.9945","40.4774,-73.9650","40.4774,-73.9356","40.4774,-73.9062","40.4774,-73.8768","40.4774,-73.8474","40.4774,-73.8180","40.4774,-73.7886","40.4774,-73.7592","40.4774,-73.7298","40.4774,-73.7004","40.5263,-74.2591","40.5263,-74.2297","40.5263,-74.2003","40.5263,-74.1709","40.5263,-74.1415","40.5263,-74.1121","40.5263,-74.0827","40.5263,-74.0533","40.5263,-74.0239","40.5263,-73.9945","40.5263,-73.9650","40.5263,-73.9356","40.5263,-73.9062","40.5263,-73.8768","40.5263,-73.8474","40.5263,-73.8180","40.5263,-73.7886","40.5263,-73.7592","40.5263,-73.7298","40.5263,-73.7004","40.5752,-74.2591","40.5752,-74.2297","40.5752,-74.2003","40.5752,-74.1709","40.5752,-74.1415","40.5752,-74.1121","40.5752,-74.0827","40.5752,-74.0533","40.5752,-74.0239","40.5752,-73.9945","40.5752,-73.9650","40.5752,-73.9356","40.5752,-73.9062","40.5752,-73.8768","40.5752,-73.8474","40.5752,-73.8180","40.5752,-73.7886","40.5752,-73.7592","40.5752,-73.7298","40.5752,-73.7004","40.6241,-74.2591","40.6241,-74.2297","40.6241,-74.2003","40.6241,-74.1709","40.6241,-74.1415","40.6241,-74.1121","40.6241,-74.0827","40.6241,-74.0533","40.6241,-74.0239","40.6241,-73.9945","40.6241,-73.9650","40.6241,-73.9356","40.6241,-73.9062","40.6241,-73.8768","40.6241,-73.8474","40.6241,-73.8180","40.6241,-73.7886","40.6241,-73.7592","40.6241,-73.7298","40.6241,-73.7004","40.6730,-74.2591","40.6730,-74.2297","40.6730,-74.2003","40.6730,-74.1709","40.6730,-74.1415","40.6730,-74.1121","40.6730,-74.0827","40.6730,-74.0533","40.6730,-74.0239","40.6730,-73.9945","40.6730,-73.9650","40.6730,-73.9356","40.6730,-73.9062","40.6730,-73.8768","40.6730,-73.8474","40.6730,-73.8180","40.6730,-73.7886","40.6730,-73.7592","40.6730,-73.7298","40.6730,-73.7004","40.7220,-74.2591","40.7220,-74.2297","40.7220,-74.2003","40.7220,-74.1709","40.7220,-74.1415","40.7220,-74.1121","40.7220,-74.0827","40.7220,-74.0533","40.7220,-74.0239","40.7220,-73.9945","40.7220,-73.9650","40.7220,-73.9356","40.7220,-73.9062","40.7220,-73.8768","40.7220,-73.8474","40.7220,-73.8180","40.7220,-73.7886","40.7220,-73.7592","40.7220,-73.7298","40.7220,-73.7004","40.7709,-74.2591","40.7709,-74.2297","40.7709,-74.2003","40.7709,-74.1709","40.7709,-74.1415","40.7709,-74.1121","40.7709,-74.0827","40.7709,-74.0533","40.7709,-74.0239","40.7709,-73.9945","40.7709,-73.9650","40.7709,-73.9356","40.7709,-73.9062","40.7709,-73.8768","40.7709,-73.8474","40.7709,-73.8180","40.7709,-73.7886","40.7709,-73.7592","40.7709,-73.7298","40.7709,-73.7004","40.8198,-74.2591","40.8198,-74.2297","40.8198,-74.2003","40.8198,-74.1709","40.8198,-74.1415","40.8198,-74.1121","40.8198,-74.0827","40.8198,-74.0533","40.8198,-74.0239","40.8198,-73.9945","40.8198,-73.9650","40.8198,-73.9356","40.8198,-73.9062","40.8198,-73.8768","40.8198,-73.8474","40.8198,-73.8180","40.8198,-73.7886","40.8198,-73.7592","40.8198,-73.7298","40.8198,-73.7004","40.8687,-74.2591","40.8687,-74.2297","40.8687,-74.2003","40.8687,-74.1709","40.8687,-74.1415","40.8687,-74.1121","40.8687,-74.0827","40.8687,-74.0533","40.8687,-74.0239","40.8687,-73.9945","40.8687,-73.9650","40.8687,-73.9356","40.8687,-73.9062","40.8687,-73.8768","40.8687,-73.8474","40.8687,-73.8180","40.8687,-73.7886","40.8687,-73.7592","40.8687,-73.7298","40.8687,-73.7004","40.9176,-74.2591","40.9176,-74.2297","40.9176,-74.2003","40.9176,-74.1709","40.9176,-74.1415","40.9176,-74.1121","40.9176,-74.0827","40.9176,-74.0533","40.9176,-74.0239","40.9176,-73.9945","40.9176,-73.9650","40.9176,-73.9356","40.9176,-73.9062","40.9176,-73.8768","40.9176,-73.8474","40.9176,-73.8180","40.9176,-73.7886","40.9176,-73.7592","40.9176,-73.7298","40.9176,-73.7004"
2015/1/1 5:00,11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,38,52,107,160,108,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,202,175,140,143,135,140,55,0,0,0,0,0,0,0,0,0,0,0,0,7,126,155,114,188,89,172,39,56,4,0,0,0,0,0,0,0,0,0,1,13,2,2,2,37,120,37,3,12,50,30,4,0,0,0,0,0,0,0,4,27,20,12,2,2,23,46,44,14,3,27,7,11,3,0,0,0,0,0,7,20,4,4,3,3,2,4,66,56,17,15,15,12,24,5,1,0,0,0,6,9,0,1,0,4,8,3,0,0,11,15,11,14,4,13,15,8,1,0,12,4,0,0,2,10,11,22,5,0,0,2,1,7,0,3,1,1,5,5,3,0,0,0,4,10,7,9,14,1,0,0,2,5,1,3,1,2,2,2
2015/1/1 5:30,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,28,37,102,140,62,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,172,122,101,99,134,146,28,1,0,0,0,0,0,0,0,0,0,0,0,3,106,135,68,148,80,137,29,41,3,0,0,0,0,0,0,0,0,0,0,8,0,6,3,37,67,36,2,6,35,22,4,0,1,0,0,0,0,0,0,21,10,2,0,1,12,43,30,16,2,19,10,12,3,0,0,0,0,0,3,13,5,2,0,5,4,4,45,54,12,11,9,10,23,12,0,1,0,0,7,6,1,1,0,9,3,6,0,1,12,22,6,7,5,6,5,4,0,0,10,0,0,0,0,6,9,14,9,0,0,1,2,0,0,0,0,0,4,5,1,0,0,0,0,7,5,6,12,0,0,0,0,0,0,0,0,0,1,3
2015/1/1 6:00,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,28,60,108,61,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,17,104,113,88,67,134,103,9,0,0,0,0,0,0,0,0,0,0,0,0,3,78,121,67,99,77,107,24,28,1,0,0,0,0,0,0,0,0,0,0,5,1,7,8,35,56,20,2,2,32,14,1,0,0,0,0,0,0,0,3,24,9,6,1,2,19,32,37,15,2,14,6,11,1,0,0,0,0,0,7,12,3,5,0,2,1,2,45,48,13,11,8,10,22,6,0,0,0,0,6,3,2,0,0,3,9,3,1,0,6,17,7,3,6,6,7,4,1,0,7,1,0,0,0,4,12,23,8,0,0,0,2,5,0,0,0,0,4,3,2,0,0,0,4,8,7,6,2,1,0,0,1,1,0,0,1,1,1,1
2015/1/1 6:30,11,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,25,28,44,84,76,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,84,110,56,109,129,91,6,0,0,0,0,0,0,0,0,0,0,0,0,6,94,104,55,90,79,103,26,29,6,0,0,0,0,0,0,0,0,0,0,10,2,6,5,31,56,47,4,21,44,22,9,0,0,0,0,0,0,0,0,22,7,3,0,1,12,44,35,25,11,17,9,10,4,0,0,0,0,0,3,6,2,3,0,6,3,3,69,52,26,12,11,5,29,13,1,0,0,0,9,7,2,0,0,7,4,0,0,0,7,25,9,2,3,0,5,5,1,0,6,0,0,0,0,6,9,18,9,0,0,0,2,5,0,1,0,0,3,9,1,0,0,0,1,8,6,5,8,0,0,0,0,0,1,0,2,1,0,1
2015/1/1 7:00,9,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,19,20,44,62,58,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,66,93,51,87,108,108,7,2,0,0,0,0,0,0,0,0,0,0,0,1,67,74,63,56,76,94,29,31,5,0,0,0,0,0,0,0,0,0,0,5,2,4,25,36,64,56,2,7,44,22,1,0,0,0,0,0,0,0,1,13,9,4,0,0,18,56,41,30,7,21,7,14,0,0,0,0,0,0,6,8,2,5,2,3,0,9,60,56,33,14,13,4,15,9,1,0,0,0,1,1,0,0,0,4,8,5,0,1,14,14,3,4,10,1,10,7,0,0,2,1,0,0,0,8,5,8,2,0,0,0,1,3,1,0,1,2,6,7,1,0,0,0,0,7,4,8,6,0,0,0,0,1,0,2,1,0,0,0
2015/1/1 7:30,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,21,52,47,22,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,89,77,99,100,99,14,0,0,0,0,0,0,0,0,0,0,0,0,2,51,90,62,73,79,100,34,31,8,0,0,0,0,0,0,0,0,0,0,8,2,2,18,43,53,39,3,13,46,25,3,0,0,0,0,0,1,0,2,15,7,3,1,2,11,65,44,29,13,22,9,11,0,0,0,0,0,0,2,8,3,0,0,3,1,18,60,43,30,9,4,1,16,10,0,0,0,0,4,0,0,0,0,4,2,0,0,0,11,18,9,4,3,1,11,5,0,0,3,1,0,0,0,15,6,11,1,0,0,0,2,4,1,0,1,0,3,1,0,0,0,0,0,3,3,8,4,0,0,0,0,0,0,2,0,1,3,2
2015/1/1 8:00,6,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,25,26,41,26,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,16,65,87,61,65,101,98,10,1,0,0,0,0,0,0,0,0,0,0,0,2,57,72,61,64,77,102,30,36,9,0,0,0,0,0,0,0,0,0,0,11,0,7,23,33,75,40,5,13,38,27,7,0,0,0,0,0,0,0,1,7,7,3,0,1,19,67,49,40,7,18,9,9,0,0,0,0,0,0,6,4,1,3,1,3,0,16,46,50,23,9,5,2,11,4,0,0,0,0,0,4,1,1,0,2,3,4,1,1,6,17,3,8,1,3,5,3,1,0,1,0,0,0,0,8,9,13,3,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,2,7,2,5,6,0,0,0,0,1,0,0,0,0,0,1
2015/1/1 8:30,8,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,35,46,44,32,5,5,0,2,0,0,0,0,0,0,0,0,0,0,1,15,67,58,66,110,83,103,13,1,0,0,0,0,0,0,0,0,0,0,1,3,43,62,86,91,68,112,45,48,13,0,0,0,0,0,0,0,0,0,0,6,1,8,21,60,75,46,5,18,42,33,7,0,0,0,0,0,0,0,0,16,8,0,0,0,11,58,75,40,8,16,10,8,0,0,0,0,0,0,1,3,1,3,0,4,1,15,42,75,20,10,5,1,9,0,0,0,0,0,1,0,1,1,1,2,6,2,0,0,9,12,4,1,4,0,6,3,0,0,1,1,0,0,0,3,3,5,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,9,5,3,1,0,0,0,0,1,0,0,1,0,0,0
2015/1/1 9:00,9,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,38,51,53,27,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,74,47,89,85,74,14,2,0,0,0,0,0,0,0,0,0,0,0,4,45,93,88,114,91,155,60,49,4,0,0,0,0,0,0,0,0,0,1,5,0,13,6,66,116,59,9,20,61,31,3,0,0,0,0,0,0,0,1,11,2,0,0,1,35,66,72,34,16,16,14,4,1,0,0,0,0,0,2,2,2,1,1,0,0,19,74,78,25,4,5,2,8,6,1,0,0,0,1,0,0,0,0,3,10,3,1,1,7,9,5,6,0,1,1,1,0,0,0,0,0,0,0,4,2,10,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,6,2,1,5,1,0,0,0,0,0,0,0,0,0,0
2015/1/1 9:30,15,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,43,58,67,41,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9,78,84,79,153,142,100,12,4,0,0,0,0,0,0,0,0,0,0,1,2,63,96,133,134,108,228,75,66,16,0,0,0,0,0,0,0,0,0,0,5,0,15,13,62,133,84,8,29,69,47,9,0,0,0,0,0,0,0,0,8,4,1,0,2,25,90,110,55,11,22,21,7,0,0,0,0,0,0,1,5,0,1,1,3,0,15,87,94,28,9,10,3,10,3,1,0,0,0,1,0,0,0,0,1,13,2,0,1,9,9,6,3,1,1,2,0,0,0,1,0,0,0,0,5,7,6,4,0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,0,6,4,6,4,3,0,0,0,1,0,0,0,1,0,0
2015/1/1 10:00,33,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,48,64,75,37,11,12,0,0,0,0,0,0,0,0,0,0,0,0,1,12,65,86,97,168,150,94,14,4,0,0,0,0,0,0,0,0,0,0,1,5,48,108,148,189,194,222,80,76,21,0,0,0,0,0,0,0,0,0,0,5,2,4,10,93,199,124,15,41,87,41,4,0,0,0,0,0,0,0,0,9,5,1,1,5,43,110,128,69,12,36,8,8,2,0,0,0,0,0,1,1,1,1,0,3,0,19,111,97,20,6,9,4,8,2,0,0,0,0,0,1,0,0,0,4,7,2,0,0,4,10,8,6,1,0,2,1,0,0,0,0,0,0,0,4,3,9,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,7,3,3,1,0,0,0,0,0,0,0,0,0,0,1
2015/1/1 10:30,33,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,52,67,91,88,51,8,4,1,0,0,1,0,0,0,0,0,0,0,0,2,18,88,96,144,257,148,107,28,8,0,0,0,0,0,0,0,0,0,0,0,4,74,144,168,220,250,300,87,105,18,0,0,0,0,0,0,0,0,0,0,4,0,19,21,139,248,164,14,50,115,59,8,0,0,0,0,0,0,0,0,9,13,0,2,1,55,148,171,88,13,34,19,7,2,0,0,0,0,0,2,6,1,0,1,2,0,17,155,130,23,8,8,4,7,1,0,0,0,0,1,0,0,0,1,3,9,3,0,0,10,13,6,4,5,0,4,0,0,0,0,0,0,0,0,8,3,13,6,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,10,0,4,2,0,0,0,1,1,1,0,0,0,0,0
2015/1/1 11:00,56,118,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,59,101,102,125,51,13,15,2,0,0,0,0,0,0,0,0,0,0,0,7,22,110,119,153,239,238,125,29,1,0,0,0,0,0,0,0,0,0,0,0,2,80,161,177,316,311,336,114,143,25,0,0,0,0,0,0,0,0,0,0,3,0,21,14,168,290,176,20,47,137,60,7,0,0,0,0,0,0,0,1,16,2,0,0,2,68,207,177,91,10,22,19,14,1,0,0,0,0,0,5,1,3,1,0,1,3,21,147,141,38,12,7,2,5,4,0,0,0,0,1,1,1,0,0,5,6,3,1,0,16,14,8,6,3,1,3,2,0,0,1,0,0,0,1,5,4,12,4,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0
