time,"40.49115625,74.22418125","40.49115625,74.15434375000001","40.49115625,74.08450625","40.49115625,74.01466875","40.49115625,73.94483125","40.49115625,73.87499375","40.49115625,73.80515625000001","40.49115625,73.73531875","40.51866875,74.22418125","40.51866875,74.15434375000001","40.51866875,74.08450625","40.51866875,74.01466875","40.51866875,73.94483125","40.51866875,73.87499375","40.51866875,73.80515625000001","40.51866875,73.73531875","40.546181250000004,74.22418125","40.546181250000004,74.15434375000001","40.546181250000004,74.08450625","40.546181250000004,74.01466875","40.546181250000004,73.94483125","40.546181250000004,73.87499375","40.546181250000004,73.80515625000001","40.546181250000004,73.73531875","40.573693750000004,74.22418125","40.573693750000004,74.15434375000001","40.573693750000004,74.08450625","40.573693750000004,74.01466875","40.573693750000004,73.94483125","40.573693750000004,73.87499375","40.573693750000004,73.80515625000001","40.573693750000004,73.73531875","40.601206250000004,74.22418125","40.601206250000004,74.15434375000001","40.601206250000004,74.08450625","40.601206250000004,74.01466875","40.601206250000004,73.94483125","40.601206250000004,73.87499375","40.601206250000004,73.80515625000001","40.601206250000004,73.73531875","40.628718750000004,74.22418125","40.628718750000004,74.15434375000001","40.628718750000004,74.08450625","40.628718750000004,74.01466875","40.628718750000004,73.94483125","40.628718750000004,73.87499375","40.628718750000004,73.80515625000001","40.628718750000004,73.73531875","40.656231250000005,74.22418125","40.656231250000005,74.15434375000001","40.656231250000005,74.08450625","40.656231250000005,74.01466875","40.656231250000005,73.94483125","40.656231250000005,73.87499375","40.656231250000005,73.80515625000001","40.656231250000005,73.73531875","40.683743750000005,74.22418125","40.683743750000005,74.15434375000001","40.683743750000005,74.08450625","40.683743750000005,74.01466875","40.683743750000005,73.94483125","40.683743750000005,73.87499375","40.683743750000005,73.80515625000001","40.683743750000005,73.73531875","40.711256250000005,74.22418125","40.711256250000005,74.15434375000001","40.711256250000005,74.08450625","40.711256250000005,74.01466875","40.711256250000005,73.94483125","40.711256250000005,73.87499375","40.711256250000005,73.80515625000001","40.711256250000005,73.73531875","40.73876875,74.22418125","40.73876875,74.15434375000001","40.73876875,74.08450625","40.73876875,74.01466875","40.73876875,73.94483125","40.73876875,73.87499375","40.73876875,73.80515625000001","40.73876875,73.73531875","40.76628125,74.22418125","40.76628125,74.15434375000001","40.76628125,74.08450625","40.76628125,74.01466875","40.76628125,73.94483125","40.76628125,73.87499375","40.76628125,73.80515625000001","40.76628125,73.73531875","40.79379375,74.22418125","40.79379375,74.15434375000001","40.79379375,74.08450625","40.79379375,74.01466875","40.79379375,73.94483125","40.79379375,73.87499375","40.79379375,73.80515625000001","40.79379375,73.73531875","40.82130625,74.22418125","40.82130625,74.15434375000001","40.82130625,74.08450625","40.82130625,74.01466875","40.82130625,73.94483125","40.82130625,73.87499375","40.82130625,73.80515625000001","40.82130625,73.73531875","40.84881875,74.22418125","40.84881875,74.15434375000001","40.84881875,74.08450625","40.84881875,74.01466875","40.84881875,73.94483125","40.84881875,73.87499375","40.84881875,73.80515625000001","40.84881875,73.73531875","40.87633125,74.22418125","40.87633125,74.15434375000001","40.87633125,74.08450625","40.87633125,74.01466875","40.87633125,73.94483125","40.87633125,73.87499375","40.87633125,73.80515625000001","40.87633125,73.73531875","40.90384375,74.22418125","40.90384375,74.15434375000001","40.90384375,74.08450625","40.90384375,74.01466875","40.90384375,73.94483125","40.90384375,73.87499375","40.90384375,73.80515625000001","40.90384375,73.73531875"
2014/4/1 14:00,0,0,2,12,22,0,0,0,0,2,8,26,18,10,2,0,0,0,11,35,14,16,6,0,0,12,27,51,36,16,0,0,0,25,35,31,17,9,0,0,0,27,34,42,30,0,0,0,0,37,52,42,20,0,0,0,0,27,36,42,18,0,0,0,12,19,17,26,10,0,0,0,36,9,15,9,5,0,3,0,17,15,15,3,0,0,2,1,14,10,0,0,0,0,0,0,6,0,3,18,3,2,0,0,0,0,1,13,3,5,1,1,0,0,3,0,1,1,1,0,0,0,0,0,2,1,4,2
2014/4/1 15:00,0,0,5,11,23,0,0,0,0,3,8,15,18,13,1,0,0,2,23,44,13,13,11,0,0,12,43,58,37,22,0,0,0,29,27,31,19,10,0,0,0,23,38,42,26,0,0,0,0,29,37,51,22,0,0,0,0,16,37,53,12,0,0,0,8,21,30,28,25,0,0,0,31,15,20,17,13,0,8,0,12,18,9,7,2,0,3,1,13,9,0,0,0,1,0,0,1,0,2,6,1,0,0,0,0,0,0,14,1,2,0,1,0,0,8,5,0,4,1,0,0,0,0,0,6,1,3,0
2014/4/1 16:00,0,0,5,18,25,0,0,0,0,9,17,31,16,12,3,0,0,1,23,83,22,20,9,0,0,17,62,72,60,13,0,0,0,25,52,36,18,22,0,0,0,26,42,37,31,0,0,0,0,34,48,51,30,0,0,0,0,15,40,49,22,0,0,0,11,19,21,39,19,0,0,0,40,8,23,15,7,0,6,0,31,16,17,19,7,0,3,1,20,14,0,0,0,2,1,0,2,0,3,7,2,0,0,0,0,0,1,13,1,11,1,1,0,0,2,4,2,2,2,0,0,0,0,0,11,1,2,4
2014/4/1 17:00,0,0,12,38,49,0,0,0,0,20,20,61,35,31,9,0,0,4,42,134,23,25,20,0,0,16,112,131,127,26,0,0,0,46,46,55,39,36,0,0,0,36,76,60,43,0,0,0,0,67,60,108,73,0,0,0,0,19,59,89,30,0,0,0,12,26,33,48,54,4,0,0,67,15,39,31,22,0,7,0,47,29,25,29,10,0,9,3,19,25,0,0,0,2,0,0,10,0,1,12,2,2,0,0,0,0,2,32,5,18,4,2,0,0,12,15,6,3,1,0,0,0,0,0,9,2,10,2
2014/4/1 18:00,0,0,6,46,43,0,0,0,0,25,21,52,40,33,4,0,0,3,67,90,16,29,27,0,0,20,91,109,115,17,0,0,0,80,62,56,50,30,0,0,0,73,76,58,49,0,0,0,0,97,91,111,94,0,0,0,0,45,97,126,48,0,0,0,16,25,38,74,45,0,0,0,81,13,32,28,22,0,10,0,47,30,23,26,24,0,18,1,28,30,0,0,0,0,0,0,12,0,8,26,2,1,0,0,0,0,14,19,6,25,8,2,0,0,8,16,11,14,9,1,0,0,0,0,19,1,7,4
2014/4/1 19:00,0,0,7,29,39,0,0,0,0,14,21,36,20,15,9,0,0,3,38,47,4,18,9,0,0,10,43,38,49,14,0,0,0,47,42,38,31,23,0,0,0,35,57,38,44,0,0,0,0,75,51,58,66,0,0,0,0,32,65,92,36,0,0,0,7,28,33,60,53,2,0,0,45,14,23,28,25,0,9,0,33,14,14,20,9,0,14,4,20,22,0,0,0,0,1,0,8,0,7,12,2,3,0,0,0,0,11,26,3,23,5,1,0,0,5,10,7,16,7,2,0,0,0,0,20,3,5,5
2014/4/1 20:00,0,0,5,16,12,0,0,0,0,4,10,21,5,6,1,0,0,0,15,24,5,11,8,0,0,10,17,18,23,4,0,0,0,39,31,16,23,11,0,0,0,19,26,17,21,0,0,0,0,26,37,38,28,0,0,0,0,15,30,61,28,0,0,0,4,7,11,31,39,2,0,0,30,11,18,25,16,0,2,0,31,6,18,8,5,0,13,2,9,11,0,0,0,2,0,0,1,0,8,11,3,1,0,0,0,0,6,15,1,11,0,0,0,0,2,3,11,5,8,2,0,0,0,0,6,4,3,3
2014/4/1 21:00,0,0,4,14,11,0,0,0,0,5,4,21,7,7,5,0,0,1,18,16,1,7,8,0,0,5,17,9,8,11,0,0,0,31,23,13,16,15,0,0,0,7,28,12,30,0,0,0,0,22,19,24,16,0,0,0,0,12,19,55,12,0,0,0,6,7,8,21,11,1,0,0,8,3,13,22,8,0,3,0,13,5,6,14,5,0,7,1,14,9,0,0,0,1,2,0,4,0,4,7,2,0,0,0,0,0,12,6,1,11,1,0,0,0,2,1,4,3,2,0,0,0,0,0,5,4,3,1
2014/4/1 22:00,0,0,1,7,3,0,0,0,0,4,3,18,7,0,3,0,0,0,17,18,3,7,3,0,0,5,10,17,13,4,0,0,0,14,14,8,16,5,0,0,0,13,13,10,24,0,0,0,0,9,14,15,14,0,0,0,0,8,12,27,7,0,0,0,3,3,1,18,6,0,0,0,10,4,8,9,10,0,3,0,7,1,11,8,0,0,2,0,5,7,0,0,0,1,1,0,1,0,2,2,0,0,0,0,0,0,6,4,0,8,5,3,0,0,1,4,1,7,6,0,0,0,0,0,6,2,2,2
2014/4/1 23:00,0,0,1,6,0,0,0,0,0,0,3,6,5,1,1,0,0,0,3,9,0,4,1,0,0,1,8,5,6,4,0,0,0,10,6,4,4,4,0,0,0,7,7,10,10,0,0,0,0,5,7,12,3,0,0,0,0,5,7,15,4,0,0,0,4,7,7,16,3,0,0,0,5,1,9,12,5,0,1,0,4,3,8,11,3,0,3,1,6,7,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,2,1,3,0,0,0,0,0,2,1,1,2
2014/4/2 0:00,0,0,1,1,4,0,0,0,0,0,0,7,1,1,1,0,0,0,1,9,0,2,1,0,0,2,2,3,2,4,0,0,0,3,1,3,4,1,0,0,0,1,6,4,3,0,0,0,0,2,6,3,2,0,0,0,0,1,2,6,6,0,0,0,0,1,1,8,3,0,0,0,2,3,1,2,2,0,0,0,1,1,2,3,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1
2014/4/2 1:00,0,0,0,1,1,0,0,0,0,0,1,3,0,1,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1,0,0,0,1,2,1,2,0,0,0,0,1,2,2,4,0,0,0,0,2,2,5,1,0,0,0,0,0,3,1,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014/4/2 2:00,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014/4/2 3:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2014/4/2 4:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014/4/2 5:00,0,0,1,3,1,0,0,0,0,0,0,2,5,2,1,0,0,0,0,1,3,4,0,0,0,1,6,4,2,2,0,0,0,7,4,2,1,2,0,0,0,4,6,6,4,0,0,0,0,0,1,2,3,0,0,0,0,1,1,2,0,0,0,0,2,1,2,1,1,0,0,0,6,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2014/4/2 6:00,0,0,2,9,6,0,0,0,0,0,3,22,21,13,0,0,0,6,5,6,21,29,1,0,0,11,3,12,34,25,0,0,0,15,4,12,7,15,0,0,0,14,15,24,24,0,0,0,0,5,13,17,8,0,0,0,0,7,8,15,3,0,0,0,9,1,2,4,2,0,0,0,22,2,3,7,2,0,1,0,13,6,0,5,0,0,1,0,4,6,0,0,0,0,0,0,3,0,1,1,0,2,0,0,0,0,1,5,2,0,0,0,0,0,0,0,11,3,2,0,0,0,0,0,1,1,1,2
2014/4/2 7:00,0,0,5,5,12,0,0,0,0,4,8,25,66,26,7,0,0,8,6,23,65,95,7,0,0,10,20,29,87,16,0,0,0,17,16,15,12,16,0,0,0,23,24,64,30,0,0,0,0,10,26,33,25,0,0,0,0,13,27,27,1,0,0,0,12,13,11,13,10,0,0,0,49,8,11,5,2,0,0,0,17,19,6,2,0,0,1,1,19,21,0,0,0,1,0,0,17,0,1,7,1,1,0,0,0,0,1,8,3,1,0,0,0,0,1,0,5,2,0,0,0,0,0,0,6,1,1,0
2014/4/2 8:00,0,0,2,18,11,0,0,0,0,6,10,40,63,42,5,0,0,1,21,37,69,98,13,0,0,29,28,51,105,64,0,0,0,36,51,63,34,27,0,0,0,43,59,98,48,0,0,0,0,29,45,64,25,0,0,0,0,27,60,50,3,0,0,0,9,44,31,24,11,0,0,0,88,20,25,9,10,0,3,0,60,30,6,11,3,0,3,1,58,64,0,0,0,1,1,0,35,0,3,22,2,2,0,0,0,0,4,48,18,1,0,0,0,0,3,4,9,2,1,0,0,0,0,0,10,1,3,0
2014/4/2 9:00,0,0,4,10,24,0,0,0,0,3,10,25,47,24,7,0,0,4,27,52,52,65,6,0,0,34,21,58,105,56,0,0,0,43,42,59,45,26,0,0,0,37,57,79,43,0,0,0,0,40,50,58,18,0,0,0,0,20,68,48,3,0,0,0,11,69,38,13,10,1,0,0,55,40,22,10,3,0,1,0,39,26,10,7,4,0,4,0,54,64,0,0,0,1,0,0,23,0,2,23,7,5,0,0,0,0,4,26,6,6,3,1,0,0,1,4,8,2,3,0,0,0,0,0,4,0,2,0
2014/4/2 10:00,0,0,1,8,10,0,0,0,0,2,4,16,17,16,2,0,0,2,15,24,18,23,3,0,0,14,11,29,38,23,0,0,0,37,26,41,14,14,0,0,0,29,30,22,19,0,0,0,0,26,40,25,22,0,0,0,0,10,34,34,5,0,0,0,4,29,21,10,9,0,0,0,16,14,15,16,9,0,2,0,13,10,10,3,1,0,1,0,17,16,0,0,0,2,0,0,1,0,2,13,1,2,0,0,0,0,1,7,1,5,1,1,0,0,2,3,3,1,1,0,0,0,0,0,2,3,3,0
2014/4/2 11:00,0,0,0,5,11,0,0,0,0,1,7,3,7,13,0,0,0,0,9,9,11,11,7,0,0,6,6,15,7,9,0,0,0,11,13,19,13,3,0,0,0,9,23,15,8,0,0,0,0,11,17,9,5,0,0,0,0,10,16,14,3,0,0,0,2,9,6,5,3,0,0,0,12,7,7,9,1,0,0,0,3,4,5,4,3,0,1,0,7,8,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,2,5,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2014/4/2 12:00,0,0,2,2,5,0,0,0,0,1,6,8,11,5,0,0,0,1,11,16,14,18,2,0,0,7,9,21,16,9,0,0,0,12,13,16,12,7,0,0,0,10,25,16,19,0,0,0,0,12,20,26,8,0,0,0,0,7,29,23,4,0,0,0,2,14,4,17,2,0,0,0,11,5,5,7,3,0,0,0,6,9,5,3,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,3,7,0,4,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0
2014/4/2 13:00,0,0,0,8,20,0,0,0,0,1,7,15,15,12,1,0,0,1,4,25,17,11,2,0,0,8,17,17,25,5,0,0,0,13,27,27,9,8,0,0,0,19,32,27,21,0,0,0,0,22,35,31,14,0,0,0,0,11,33,33,5,0,0,0,1,15,10,16,8,0,0,0,11,18,18,9,7,0,1,0,11,6,7,8,4,0,1,0,15,13,0,0,0,0,1,0,3,0,1,11,2,0,0,0,0,0,1,5,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,3,1,3,0
2014/4/2 14:00,0,0,2,4,9,0,0,0,0,5,7,9,14,12,0,0,0,1,20,39,14,22,4,0,0,7,18,41,21,10,0,0,0,17,30,22,15,10,0,0,0,22,37,25,14,0,0,0,0,21,28,22,16,0,0,0,0,21,24,37,10,0,0,0,7,16,14,15,15,0,0,0,15,15,20,7,4,0,5,0,15,11,4,6,1,0,0,0,11,9,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,10,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,6,0,0,0
